timestamp,ac_kwh,fan_1_kwh,fan_2_kwh,fan_3_kwh,fan_4_kwh,fridge_kwh,hrs_kwh,induction-stove_kwh,iron-box_kwh,light_1_kwh,light_2_kwh,light_3_kwh,light_4_kwh,light_5_kwh,mixi_kwh,tv_kwh,unit_kwh_kwh,washing-machine_kwh,water-pump_kwh,total_kwh
1729586700,0.0001,0.0021,0.0045,0.0025,0.0058,0.0201,0.0001,0.0175,0.005,0.0015,0.0013,0.0015,0.0018,0.0001,0.0137,0.0002,0.0002,0.0023,0.0185,0.0988
1729587600,0.0001,0.0022,0.0046,0.0026,0.006,0.0202,0.0001,0.0175,0.005,0.0014,0.0013,0.0015,0.0019,0.0001,0.0135,0.0003,0.0001,0.0022,0.0185,0.0991
1729588500,0.0001,0.002,0.0045,0.0025,0.0059,0.0203,0.0001,0.0174,0.0051,0.0016,0.0011,0.0015,0.0019,0.0001,0.0135,0.0001,0.0003,0.0022,0.0186,0.0988
1729589400,0.0001,0.0022,0.0045,0.0025,0.0058,0.0201,0.0001,0.0176,0.0049,0.0015,0.0012,0.0016,0.0019,0.0001,0.0135,0.0001,0.0003,0.0022,0.0186,0.0988
1729590300,0.0,0.0022,0.0045,0.0027,0.0058,0.0202,0.0002,0.0175,0.005,0.0016,0.0012,0.0015,0.0018,0.0001,0.0136,0.0002,0.0002,0.0022,0.0185,0.099
1729591200,0.0002,0.0022,0.0047,0.0027,0.006,0.0201,0.0003,0.0175,0.0051,0.0014,0.0012,0.0015,0.0019,0.0,0.0137,0.0001,0.0003,0.0022,0.0186,0.0997
1729592100,0.0002,0.0021,0.0046,0.0025,0.006,0.0203,0.0002,0.0175,0.0049,0.0016,0.0012,0.0015,0.0019,0.0002,0.0137,0.0002,0.0002,0.0022,0.0185,0.0995
1729593000,0.0001,0.0023,0.0045,0.0027,0.0059,0.0202,0.0001,0.0175,0.005,0.0015,0.0011,0.0015,0.002,0.0001,0.0136,0.0001,0.0002,0.0022,0.0186,0.0992
1729593900,0.0001,0.0021,0.0045,0.0025,0.0058,0.0201,0.0002,0.0175,0.0049,0.0016,0.0012,0.0016,0.0019,0.0001,0.0137,0.0001,0.0001,0.0023,0.0184,0.0987
1729594800,0.0001,0.002,0.0045,0.0024,0.0058,0.0202,0.0002,0.0174,0.005,0.0015,0.0011,0.0015,0.0018,0.0003,0.0137,0.0001,0.0003,0.0022,0.0184,0.0985
1729595700,0.0003,0.0021,0.0046,0.0025,0.0059,0.0201,0.0001,0.0174,0.005,0.0014,0.0013,0.0016,0.0019,0.0002,0.0136,0.0003,0.0001,0.0022,0.0184,0.099
1729596600,0.0002,0.002,0.0045,0.0025,0.0058,0.0202,0.0002,0.0175,0.005,0.0016,0.0013,0.0015,0.0018,0.0001,0.0136,0.0896,0.0001,0.0022,0.0185,0.1882
1729597500,0.0003,0.0021,0.0045,0.0025,0.006,0.0201,0.0001,0.0174,0.005,0.0016,0.0012,0.0016,0.0019,0.0001,0.0137,0.2238,0.0003,0.0023,0.0184,0.3229
1729598400,0.0001,0.0022,0.0045,0.0024,0.0058,0.0201,0.0002,0.0175,0.005,0.0015,0.0012,0.0016,0.0018,0.0001,0.0137,0.2237,0.0003,0.0021,0.0185,0.3223
1729599300,0.0002,0.002,0.0046,0.0026,0.0059,0.0201,0.0001,0.0175,0.0051,0.0015,0.0012,0.0015,0.0018,0.0001,0.0136,0.0002,0.0001,0.0022,0.0186,0.0989
1729600200,0.0231,0.0086,0.0103,0.0114,0.0117,0.0427,0.0002,0.0372,0.0153,0.0034,0.0022,0.0026,0.0041,0.0046,0.007,0.0002,0.0001,0.0002,0.0304,0.2153
1729601100,0.0232,0.0086,0.0105,0.0112,0.0117,0.0428,0.0002,0.0373,0.0153,0.0035,0.0022,0.0026,0.0041,0.0046,0.007,0.0003,0.0,0.0003,0.0305,0.2159
1729602000,0.0233,0.0086,0.0105,0.0113,0.0118,0.0427,0.0002,0.0372,0.0152,0.0035,0.0022,0.0027,0.0039,0.0045,0.0068,0.0002,0.0001,0.0004,0.0305,0.2156
1729602900,0.0232,0.0086,0.0104,0.0114,0.0118,0.0428,0.0001,0.0373,0.0152,0.0035,0.0021,0.0026,0.004,0.0046,0.0069,0.0001,0.0001,0.0003,0.0303,0.2153
1729603800,0.023,0.0085,0.0103,0.0113,0.0117,0.0426,0.0,0.0372,0.0154,0.0034,0.0022,0.0026,0.004,0.0047,0.0069,0.0003,0.0002,0.0003,0.0305,0.2151
1729604700,0.0232,0.0087,0.0103,0.0113,0.0117,0.0427,0.0002,0.0372,0.0152,0.0036,0.0022,0.0025,0.004,0.0047,0.007,0.0001,0.0,0.0004,0.0304,0.2154
1729605600,0.0232,0.0086,0.0103,0.0113,0.0116,0.0427,0.0002,0.0372,0.0152,0.0035,0.0021,0.0025,0.0041,0.0047,0.0068,0.0001,0.0003,0.0003,0.0303,0.215
1729606500,0.0231,0.0085,0.0104,0.0113,0.0118,0.0428,0.0002,0.0372,0.0153,0.0035,0.0021,0.0025,0.0041,0.0046,0.0068,0.0228,0.0001,0.0003,0.0305,0.2379
1729607400,0.0231,0.0086,0.0103,0.0112,0.0118,0.0429,0.0001,0.0374,0.0152,0.0035,0.0021,0.0026,0.004,0.0048,0.007,0.0569,0.0002,0.0004,0.0305,0.2726
1729608300,0.0232,0.0086,0.0105,0.0113,0.0118,0.0428,0.0002,0.0372,0.0154,0.0035,0.0022,0.0025,0.004,0.0046,0.0069,0.0569,0.0002,0.0004,0.0304,0.2726
1729609200,0.023,0.0085,0.0104,0.0114,0.0117,0.0428,0.0001,0.0372,0.0152,0.0035,0.0022,0.0026,0.0041,0.0046,0.0069,0.0568,0.0002,0.0004,0.0305,0.2721
1729610100,0.0231,0.0086,0.0103,0.0114,0.0119,0.0428,0.0002,0.0373,0.0154,0.0034,0.0022,0.0026,0.004,0.0045,0.0068,0.057,0.0003,0.0004,0.0303,0.2725
1729611000,0.0231,0.0087,0.0102,0.0113,0.0119,0.0428,0.0001,0.0372,0.0152,0.0035,0.0023,0.0026,0.0041,0.0045,0.007,0.0569,0.0002,0.0004,0.0305,0.2725
1729611900,0.0232,0.0087,0.0104,0.0114,0.0118,0.0428,0.0001,0.0373,0.0153,0.0035,0.0022,0.0026,0.0041,0.0047,0.007,0.0003,0.0001,0.0004,0.0304,0.2163
1729612800,0.0232,0.0086,0.0104,0.0113,0.0117,0.0426,0.0002,0.0372,0.0153,0.0034,0.0022,0.0025,0.004,0.0048,0.0069,0.0002,0.0002,0.0004,0.0303,0.2154
1729613700,0.023,0.0085,0.0104,0.0113,0.0118,0.0426,0.0001,0.0373,0.0152,0.0035,0.0023,0.0025,0.0039,0.0047,0.0068,0.0002,0.0002,0.0004,0.0303,0.215
1729614600,0.0001,0.006,0.0141,0.0074,0.0002,0.0344,0.0001,0.0003,0.0003,0.0003,0.0002,0.0001,0.0002,0.0137,0.0001,0.0001,0.0001,0.0001,0.0002,0.078
1729615500,0.0002,0.0058,0.0142,0.0074,0.0001,0.0345,0.0001,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0139,0.0001,0.0003,0.0002,0.0002,0.0002,0.0785
1729616400,0.0002,0.006,0.0142,0.0072,0.0001,0.0343,0.0002,0.0001,0.0003,0.0001,0.0002,0.0002,0.0001,0.0139,0.0001,0.0,0.0001,0.0002,0.0002,0.0777
1729617300,0.0001,0.0058,0.0142,0.0073,0.0001,0.0344,0.0002,0.0,0.0001,0.0001,0.0002,0.0002,0.0002,0.0138,0.0002,0.0003,0.0001,0.0001,0.0002,0.0776
1729618200,0.0003,0.006,0.0143,0.0073,0.0002,0.0344,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.0139,0.0003,0.0001,0.0003,0.0001,0.0002,0.0786
1729619100,0.0001,0.0059,0.0143,0.0074,0.0001,0.0345,0.0002,0.0001,0.0002,0.0003,0.0002,0.0001,0.0001,0.0137,0.0002,0.0001,0.0001,0.0002,0.0002,0.078
1729620000,0.0001,0.006,0.0142,0.0073,0.0002,0.0345,0.0001,0.0003,0.0001,0.0002,0.0002,0.0,0.0002,0.0138,0.0003,0.0001,0.0002,0.0001,0.0001,0.078
1729620900,0.0002,0.0059,0.0141,0.0074,0.0001,0.0344,0.0002,0.0003,0.0,0.0002,0.0001,0.0002,0.0002,0.0138,0.0002,0.0002,0.0001,0.0002,0.0002,0.078
1729621800,0.0002,0.001,0.0069,0.0025,0.0003,0.0338,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0131,0.0002,0.0002,0.0001,0.0002,0.0001,0.0594
1729622700,0.0001,0.0011,0.0069,0.0025,0.0002,0.034,0.0002,0.0002,0.0003,0.0002,0.0002,0.0001,0.0001,0.0131,0.0002,0.0001,0.0002,0.0001,0.0,0.0598
1729623600,0.0003,0.0011,0.0069,0.0023,0.0002,0.034,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002,0.0001,0.013,0.0001,0.0001,0.0002,0.0001,0.0002,0.0597
1729624500,0.0001,0.001,0.0067,0.0024,0.0001,0.0339,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.0131,0.0002,0.0001,0.0002,0.0,0.0001,0.0587
1729625400,0.0002,0.0011,0.0069,0.0025,0.0,0.034,0.0002,0.0002,0.0001,0.0001,0.0002,0.0,0.0002,0.013,0.0001,0.0001,0.0001,0.0002,0.0002,0.0594
1729626300,0.0001,0.001,0.0069,0.0024,0.0001,0.034,0.0001,0.0001,0.0003,0.0002,0.0001,0.0001,0.0001,0.0129,0.0002,0.0002,0.0003,0.0,0.0001,0.0592
1729627200,0.0001,0.001,0.0067,0.0025,0.0003,0.0339,0.0001,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0131,0.0002,0.0001,0.0002,0.0003,0.0001,0.0596
1729628100,0.0001,0.0011,0.0068,0.0024,0.0001,0.0339,0.0001,0.0001,0.0003,0.0001,0.0001,0.0002,0.0001,0.013,0.0001,0.0002,0.0002,0.0002,0.0002,0.0593
1729629000,0.0001,0.001,0.0068,0.0024,0.0001,0.0339,0.0002,0.0003,0.0002,0.0,0.0002,0.0001,0.0,0.0131,0.0001,0.0002,0.0003,0.0001,0.0002,0.0593
1729629900,0.0001,0.0011,0.0068,0.0024,0.0001,0.0338,0.0002,0.0003,0.0002,0.0001,0.0002,0.0001,0.0,0.013,0.0002,0.0002,0.0002,0.0001,0.0002,0.0593
1729630800,0.0002,0.001,0.0069,0.0023,0.0001,0.0338,0.0001,0.0002,0.0001,0.0002,0.0002,0.0002,0.0001,0.0131,0.0003,0.0001,0.0001,0.0001,0.0001,0.0592
1729631700,0.0001,0.001,0.0067,0.0025,0.0002,0.034,0.0001,0.0002,0.0002,0.0003,0.0002,0.0001,0.0001,0.013,0.0002,0.0003,0.0003,0.0002,0.0001,0.0598
1729632600,0.0002,0.001,0.0067,0.0025,0.0002,0.0338,0.0002,0.0003,0.0003,0.0002,0.0002,0.0001,0.0002,0.0131,0.0002,0.0001,0.0002,0.0002,0.0002,0.0599
1729633500,0.0002,0.0009,0.0068,0.0025,0.0002,0.0338,0.0002,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0131,0.0002,0.0002,0.0001,0.0,0.0001,0.0591
1729634400,0.0001,0.001,0.0069,0.0024,0.0002,0.0339,0.0001,0.0001,0.0002,0.0001,0.0002,0.0,0.0001,0.0131,0.0001,0.0003,0.0001,0.0001,0.0001,0.0591
1729635300,0.0001,0.0011,0.0068,0.0025,0.0001,0.0339,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0,0.0131,0.0002,0.0002,0.0001,0.0002,0.0002,0.0592
1729636200,0.0002,0.001,0.0067,0.0025,0.0003,0.0338,0.0001,0.0002,0.0003,0.0001,0.0001,0.0,0.0,0.0131,0.0001,0.0002,0.0001,0.0003,0.0001,0.0592
1729637100,0.0002,0.0011,0.0069,0.0023,0.0001,0.034,0.0002,0.0001,0.0003,0.0002,0.0001,0.0002,0.0001,0.0131,0.0002,0.0002,0.0003,0.0002,0.0003,0.0601
1729638000,0.0002,0.001,0.0068,0.0024,0.0002,0.0339,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0.0002,0.013,0.0001,0.0001,0.0002,0.0002,0.0002,0.0593
1729638900,0.0003,0.001,0.0068,0.0025,0.0001,0.0338,0.0001,0.0002,0.0001,0.0002,0.0002,0.0,0.0001,0.0131,0.0003,0.0002,0.0002,0.0001,0.0001,0.0594
1729639800,0.0001,0.0011,0.0069,0.0023,0.0002,0.0338,0.0002,0.0003,0.0,0.0002,0.0001,0.0002,0.0002,0.0131,0.0,0.0002,0.0001,0.0001,0.0002,0.0593
1729640700,0.0001,0.0009,0.0068,0.0024,0.0002,0.034,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0129,0.0002,0.0001,0.0002,0.0001,0.0,0.0589
1729641600,0.0001,0.0009,0.0068,0.0024,0.0002,0.0339,0.0003,0.0003,0.0002,0.0002,0.0001,0.0001,0.0001,0.0131,0.0002,0.0002,0.0003,0.0003,0.0002,0.0599
1729642500,0.0003,0.0011,0.0069,0.0024,0.0001,0.0338,0.0002,0.0001,0.0002,0.0002,0.0002,0.0002,0.0001,0.013,0.0003,0.0001,0.0001,0.0002,0.0001,0.0596
1729643400,0.0002,0.0012,0.0058,0.0053,0.0018,0.0194,0.0003,0.0081,0.0144,0.0009,0.0014,0.0002,0.0009,0.0003,0.0152,0.0002,0.0001,0.0011,0.0013,0.0781
1729644300,0.0002,0.0013,0.0057,0.0053,0.0018,0.0194,0.0003,0.0081,0.0142,0.0009,0.0014,0.0003,0.0009,0.0001,0.0153,0.0002,0.0003,0.001,0.0014,0.0781
1729645200,0.0,0.0011,0.0056,0.0053,0.0018,0.0195,0.0003,0.008,0.0144,0.0009,0.0014,0.0001,0.0009,0.0003,0.0154,0.0002,0.0002,0.0011,0.0013,0.0778
1729646100,0.0001,0.0013,0.0056,0.0055,0.0019,0.0194,0.0002,0.008,0.0144,0.0007,0.0014,0.0002,0.0009,0.0002,0.0152,0.0001,0.0003,0.0011,0.0013,0.0778
1729647000,0.0002,0.0011,0.0057,0.0054,0.0019,0.0194,0.0002,0.008,0.0143,0.0009,0.0015,0.0001,0.001,0.0003,0.0152,0.0001,0.0002,0.001,0.0013,0.0778
1729647900,0.0001,0.0013,0.0058,0.0054,0.0018,0.0193,0.0002,0.0081,0.0144,0.0008,0.0015,0.0001,0.0009,0.0002,0.0154,0.0003,0.0001,0.001,0.0013,0.078
1729648800,0.0001,0.0013,0.0057,0.0054,0.0018,0.0194,0.0002,0.008,0.0142,0.0008,0.0014,0.0002,0.0009,0.0001,0.0153,0.0002,0.0002,0.0012,0.0013,0.0777
1729649700,0.0001,0.0012,0.0057,0.0053,0.0018,0.0193,0.0002,0.008,0.0143,0.0009,0.0015,0.0002,0.0009,0.0002,0.0152,0.0001,0.0002,0.0011,0.0014,0.0776
1729650600,0.0001,0.0011,0.0056,0.0053,0.0018,0.0193,0.0002,0.008,0.0144,0.0009,0.0014,0.0001,0.0009,0.0002,0.0153,0.0001,0.0002,0.0011,0.0015,0.0775
1729651500,0.0,0.0012,0.0057,0.0055,0.002,0.0195,0.0003,0.008,0.0143,0.0009,0.0015,0.0001,0.001,0.0002,0.0151,0.0001,0.0003,0.001,0.0014,0.0781
1729652400,0.0002,0.0011,0.0057,0.0053,0.0019,0.0193,0.0001,0.008,0.0142,0.0008,0.0015,0.0001,0.0009,0.0002,0.0153,0.0001,0.0002,0.0011,0.0013,0.0773
1729653300,0.0001,0.0013,0.0057,0.0055,0.002,0.0193,0.0001,0.0079,0.0142,0.0009,0.0014,0.0002,0.0008,0.0001,0.0152,0.0001,0.0003,0.001,0.0014,0.0775
1729654200,0.0001,0.0013,0.0058,0.0053,0.002,0.0194,0.0002,0.0079,0.0143,0.0008,0.0014,0.0002,0.0009,0.0002,0.0151,0.0003,0.0002,0.0011,0.0013,0.0778
1729655100,0.0002,0.0012,0.0058,0.0053,0.0018,0.0194,0.0002,0.0079,0.0144,0.0009,0.0014,0.0002,0.001,0.0001,0.0152,0.0002,0.0002,0.0012,0.0014,0.078
1729656000,0.0001,0.0013,0.0057,0.0053,0.002,0.0194,0.0001,0.008,0.0144,0.0008,0.0014,0.0002,0.001,0.0001,0.0152,0.0001,0.0002,0.0011,0.0014,0.0778
1729656900,0.0001,0.0012,0.0058,0.0055,0.002,0.0193,0.0003,0.0079,0.0142,0.0008,0.0014,0.0002,0.001,0.0002,0.0151,0.0003,0.0001,0.0011,0.0013,0.0778
1729657800,0.0001,0.0012,0.0057,0.0054,0.0019,0.0194,0.0001,0.008,0.0143,0.0009,0.0015,0.0002,0.0009,0.0001,0.0153,0.0003,0.0003,0.0011,0.0013,0.078
1729658700,0.0001,0.0012,0.0058,0.0054,0.0019,0.0195,0.0001,0.008,0.0144,0.0008,0.0014,0.0002,0.0008,0.0001,0.0152,0.0001,0.0,0.0011,0.0014,0.0775
1729659600,0.0001,0.0013,0.0058,0.0054,0.0019,0.0195,0.0001,0.0081,0.0144,0.0008,0.0014,0.0002,0.0009,0.0001,0.0154,0.0002,0.0003,0.0011,0.0014,0.0784
1729660500,0.0001,0.0012,0.0058,0.0053,0.0018,0.0193,0.0002,0.0079,0.0143,0.0009,0.0014,0.0002,0.0009,0.0001,0.0153,0.0,0.0001,0.001,0.0013,0.0771
1729661400,0.0002,0.0011,0.0056,0.0053,0.0018,0.0194,0.0003,0.0079,0.0143,0.0008,0.0015,0.0001,0.0008,0.0003,0.0152,0.0002,0.0003,0.0012,0.0013,0.0776
1729662300,0.0002,0.0013,0.0057,0.0053,0.0019,0.0194,0.0002,0.0079,0.0143,0.0008,0.0014,0.0002,0.0009,0.0002,0.0154,0.0001,0.0003,0.0011,0.0014,0.078
1729663200,0.0001,0.0012,0.0057,0.0054,0.0019,0.0194,0.0003,0.0078,0.0143,0.0009,0.0016,0.0001,0.0008,0.0001,0.0153,0.0001,0.0003,0.001,0.0013,0.0776
1729664100,0.0002,0.0013,0.0058,0.0053,0.0018,0.0193,0.0002,0.0081,0.0143,0.0009,0.0015,0.0002,0.001,0.0001,0.0152,0.0001,0.0,0.0011,0.0014,0.0778
1729665000,0.0001,0.0012,0.0058,0.0053,0.0019,0.0194,0.0001,0.0081,0.0144,0.0008,0.0014,0.0002,0.001,0.0001,0.0154,0.0002,0.0003,0.0012,0.0014,0.0783
1729665900,0.0001,0.0013,0.0057,0.0053,0.0018,0.0194,0.0001,0.0079,0.0144,0.0009,0.0014,0.0002,0.0009,0.0002,0.0152,0.0002,0.0001,0.0012,0.0014,0.0777
1729666800,0.0002,0.0012,0.0057,0.0055,0.0018,0.0193,0.0002,0.0079,0.0144,0.0009,0.0015,0.0002,0.001,0.0003,0.0152,0.0002,0.0002,0.001,0.0014,0.0781
1729667700,0.0001,0.0011,0.0058,0.0054,0.0019,0.0194,0.0002,0.008,0.0144,0.0008,0.0014,0.0002,0.001,0.0001,0.0152,0.0002,0.0003,0.0011,0.0014,0.078
1729668600,0.0002,0.0012,0.0056,0.0053,0.0018,0.0195,0.0001,0.0079,0.0143,0.0009,0.0015,0.0002,0.0009,0.0002,0.0152,0.0002,0.0001,0.001,0.0014,0.0775
1729669500,0.0001,0.0013,0.0057,0.0054,0.0019,0.0195,0.0003,0.008,0.0144,0.0009,0.0016,0.0002,0.001,0.0,0.0153,0.0002,0.0001,0.001,0.0014,0.0783
1729670400,0.0002,0.0012,0.0057,0.0055,0.002,0.0193,0.0003,0.008,0.0144,0.0008,0.0015,0.0002,0.0008,0.0001,0.0152,0.0001,0.0003,0.0011,0.0015,0.0782
1729671300,0.0002,0.0012,0.0057,0.0054,0.0018,0.0194,0.0002,0.008,0.0144,0.0008,0.0016,0.0002,0.0009,0.0002,0.0152,0.0,0.0002,0.0012,0.0014,0.078
1729672200,0.0002,0.0013,0.0058,0.0053,0.002,0.0193,0.0001,0.008,0.0144,0.0009,0.0015,0.0002,0.0009,0.0001,0.0153,0.0002,0.0001,0.001,0.0014,0.078
1729673100,0.0002,0.0014,0.0057,0.0053,0.0018,0.0194,0.0003,0.008,0.0144,0.0009,0.0015,0.0001,0.0009,0.0003,0.0153,0.0001,0.0003,0.001,0.0014,0.0783
1729674000,0.0002,0.0013,0.0056,0.0053,0.002,0.0195,0.0001,0.0079,0.0144,0.0008,0.0016,0.0001,0.001,0.0003,0.0153,0.0394,0.0002,0.001,0.0015,0.1175
1729674900,0.0001,0.0013,0.0057,0.0054,0.0019,0.0196,0.0002,0.0079,0.0144,0.0009,0.0016,0.0002,0.0009,0.0,0.0152,0.0393,0.0002,0.0012,0.0014,0.1174
1729675800,0.0003,0.0013,0.0057,0.0053,0.0018,0.0194,0.0002,0.0079,0.0143,0.0009,0.0015,0.0002,0.0009,0.0003,0.0153,0.0002,0.0003,0.0011,0.0013,0.0782
1729676700,0.0001,0.0012,0.0057,0.0054,0.0019,0.0194,0.0003,0.008,0.0144,0.0008,0.0014,0.0002,0.0009,0.0001,0.0152,0.0002,0.0001,0.001,0.0014,0.0777
1729677600,0.0003,0.0013,0.0058,0.0055,0.0018,0.0194,0.0001,0.0079,0.0143,0.0008,0.0015,0.0002,0.0008,0.0003,0.0154,0.0002,0.0002,0.0011,0.0013,0.0782
1729678500,0.0002,0.0011,0.0057,0.0054,0.0018,0.0193,0.0003,0.0079,0.0142,0.0008,0.0014,0.0002,0.0008,0.0001,0.0152,0.0002,0.0003,0.001,0.0014,0.0773
1729679400,0.0001,0.0012,0.0057,0.0054,0.0019,0.0193,0.0002,0.0079,0.0144,0.0009,0.0015,0.0001,0.001,0.0002,0.0153,0.0001,0.0003,0.0011,0.0014,0.078
1729680300,0.0002,0.0013,0.0057,0.0054,0.0019,0.0193,0.0002,0.0081,0.0143,0.0008,0.0014,0.0001,0.0008,0.0001,0.0153,0.0002,0.0001,0.0012,0.0015,0.0779
1729681200,0.0002,0.0012,0.0058,0.0054,0.0019,0.0195,0.0002,0.008,0.0143,0.0009,0.0015,0.0002,0.001,0.0002,0.0153,0.0001,0.0002,0.0011,0.0014,0.0784
1729682100,0.0001,0.0013,0.0057,0.0053,0.0019,0.0193,0.0002,0.0079,0.0144,0.0009,0.0015,0.0002,0.001,0.0003,0.0153,0.0048,0.0001,0.001,0.0013,0.0825
1729683000,0.0001,0.0012,0.0058,0.0054,0.002,0.0193,0.0002,0.0079,0.0144,0.0008,0.0014,0.0002,0.001,0.0001,0.0152,0.0117,0.0002,0.001,0.0014,0.0893
1729683900,0.0001,0.0012,0.0057,0.0054,0.0018,0.0195,0.0003,0.008,0.0143,0.0008,0.0015,0.0002,0.001,0.0001,0.0151,0.0117,0.0001,0.0012,0.0013,0.0893
1729684800,0.0001,0.0013,0.0056,0.0054,0.002,0.0193,0.0002,0.008,0.0144,0.0008,0.0014,0.0001,0.001,0.0002,0.0153,0.0116,0.0001,0.001,0.0014,0.0892
1729685700,0.0001,0.0013,0.0056,0.0054,0.0018,0.0195,0.0001,0.0079,0.0143,0.0008,0.0014,0.0002,0.0009,0.0003,0.0153,0.0001,0.0003,0.001,0.0014,0.0777
1729686600,0.009,0.0024,0.007,0.0114,0.0134,0.0338,0.0003,0.0445,0.0273,0.0034,0.0004,0.0012,0.0025,0.001,0.0013,0.0002,0.0001,0.0027,0.0013,0.1632
1729687500,0.009,0.0024,0.007,0.0116,0.0135,0.0339,0.0001,0.0444,0.0272,0.0035,0.0003,0.0012,0.0024,0.001,0.0015,0.0003,0.0003,0.0026,0.0012,0.1634
1729688400,0.009,0.0024,0.007,0.0114,0.0135,0.034,0.0001,0.0445,0.0273,0.0035,0.0003,0.0013,0.0025,0.0011,0.0013,0.0003,0.0003,0.0027,0.0012,0.1637
1729689300,0.009,0.0023,0.007,0.0116,0.0134,0.034,0.0001,0.0444,0.0273,0.0035,0.0004,0.0012,0.0025,0.001,0.0015,0.0001,0.0002,0.0025,0.0012,0.1632
1729690200,0.0089,0.0022,0.0069,0.0114,0.0133,0.0338,0.0002,0.0445,0.0271,0.0035,0.0003,0.0012,0.0025,0.0011,0.0014,0.0001,0.0003,0.0027,0.0011,0.1625
1729691100,0.0091,0.0022,0.0071,0.0115,0.0135,0.0339,0.0001,0.0444,0.0272,0.0034,0.0003,0.0013,0.0024,0.001,0.0013,0.0001,0.0002,0.0028,0.0011,0.1629
1729692000,0.0091,0.0023,0.0071,0.0116,0.0135,0.0338,0.0003,0.0446,0.0273,0.0034,0.0004,0.0011,0.0025,0.0011,0.0013,0.0001,0.0001,0.0027,0.0013,0.1636
1729692900,0.0089,0.0023,0.0069,0.0116,0.0133,0.034,0.0002,0.0445,0.0273,0.0034,0.0003,0.0012,0.0025,0.001,0.0013,0.0002,0.0002,0.0026,0.0012,0.1629
1729693800,0.0091,0.0023,0.0071,0.0115,0.0135,0.0339,0.0001,0.0445,0.0273,0.0034,0.0004,0.0013,0.0025,0.001,0.0013,0.0002,0.0002,0.0026,0.0012,0.1634
1729694700,0.0091,0.0023,0.0071,0.0113,0.0134,0.0339,0.0002,0.0444,0.0272,0.0035,0.0004,0.0012,0.0024,0.001,0.0015,0.0138,0.0001,0.0025,0.0012,0.1765
1729695600,0.0089,0.0024,0.0069,0.0115,0.0135,0.034,0.0003,0.0446,0.0272,0.0034,0.0002,0.0012,0.0025,0.0011,0.0014,0.0344,0.0002,0.0027,0.0013,0.1977
1729696500,0.009,0.0024,0.0069,0.0114,0.0133,0.0338,0.0001,0.0446,0.0273,0.0034,0.0002,0.0013,0.0024,0.001,0.0013,0.0345,0.0002,0.0027,0.0011,0.1969
1729697400,0.009,0.0024,0.007,0.0114,0.0135,0.034,0.0001,0.0445,0.0272,0.0034,0.0004,0.0012,0.0025,0.0011,0.0014,0.0345,0.0001,0.0027,0.0013,0.1977
1729698300,0.0089,0.0023,0.0069,0.0115,0.0134,0.034,0.0002,0.0446,0.0272,0.0034,0.0003,0.0011,0.0025,0.0011,0.0015,0.0344,0.0001,0.0027,0.0012,0.1973
1729699200,0.009,0.0024,0.0069,0.0116,0.0135,0.0339,0.0001,0.0445,0.0273,0.0034,0.0003,0.0012,0.0024,0.001,0.0013,0.0345,0.0001,0.0026,0.0011,0.1971
1729700100,0.0091,0.0023,0.0069,0.0114,0.0135,0.034,0.0002,0.0444,0.0272,0.0034,0.0003,0.0013,0.0024,0.0011,0.0013,0.0001,0.0002,0.0026,0.0011,0.1628
1729701000,0.0001,0.0011,0.0069,0.0024,0.0002,0.0338,0.0003,0.0001,0.0003,0.0002,0.0002,0.0001,0.0001,0.013,0.0001,0.0001,0.0001,0.0001,0.0001,0.0593
1729701900,0.0003,0.0011,0.0068,0.0023,0.0001,0.034,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.013,0.0002,0.0003,0.0002,0.0001,0.0001,0.0596
1729702800,0.0002,0.0009,0.0068,0.0025,0.0001,0.0338,0.0002,0.0003,0.0003,0.0001,0.0002,0.0001,0.0002,0.0129,0.0002,0.0001,0.0001,0.0002,0.0001,0.0593
1729703700,0.0002,0.0009,0.0069,0.0025,0.0002,0.0339,0.0003,0.0001,0.0002,0.0002,0.0002,0.0001,0.0003,0.013,0.0002,0.0002,0.0002,0.0002,0.0002,0.06
1729704600,0.0001,0.0011,0.0068,0.0024,0.0002,0.0338,0.0001,0.0001,0.0003,0.0002,0.0001,0.0001,0.0002,0.013,0.0003,0.0001,0.0002,0.0001,0.0002,0.0594
1729705500,0.0001,0.0011,0.0068,0.0023,0.0001,0.034,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0001,0.013,0.0002,0.0002,0.0002,0.0002,0.0001,0.0593
